Rank;Sourceid;Title;Issn;Publisher;Open Access;SJR;SJR Best Quartile;H index;Coverage;Categories;Areas;Country
16303;21100215102;Psychodynamic Psychiatry;21622590, 21622604;Guilford Publications;No;0,327;Q3;35;2012-2025;"Clinical Psychology (Q3); Medicine (miscellaneous) (Q3); Psychiatry and Mental Health (Q3)";"Medicine; Psychology";United States
16304;26181;Trimestre Economico;2448718X, 00413011;Fondo de Cultura Economica;Yes;0,327;Q3;18;1979, 1981, 1989, 1996-2026;Economics and Econometrics (Q3);Economics, Econometrics and Finance;Mexico
16305;144673;Performance Measurement and Metrics;14678047;Emerald Group Publishing Ltd.;No;0,326;Q1;27;2000-2026;"Literature and Literary Theory (Q1); Library and Information Sciences (Q2)";"Arts and Humanities; Social Sciences";United Kingdom
16306;21100459562;Studia in Veteris Testamenti Pseudepigrapha;01698125;Brill Academic Publishers;No;0,326;Q1;5;2009, 2013-2014, 2018, 2023-2024;Religious Studies (Q1);Arts and Humanities;Netherlands
16307;21101050918;International Journal of Legal Discourse;23648821, 2364883X;De Gruyter Mouton;No;0,326;Q2;14;2016-2025;"Law (Q2); Linguistics and Language (Q2)";Social Sciences;Germany
16308;18700156728;International Journal of Vehicle Information and Communication Systems;17418208, 14710242;Inderscience Enterprises Ltd;No;0,326;Q2;12;2005, 2008-2009, 2011, 2013, 2017-2026;"Automotive Engineering (Q2); Computer Science Applications (Q3); Control and Systems Engineering (Q3)";"Computer Science; Engineering";United Kingdom
16309;21101126454;International Studies of Economics;28313224;John Wiley and Sons Inc;Yes;0,326;Q2;7;2022-2026;Economics, Econometrics and Finance (miscellaneous) (Q2);Economics, Econometrics and Finance;United States
16310;17700155034;Natural Product Communications;15559475, 1934578X;SAGE Publications Inc.;Yes;0,326;Q2;75;2006-2026;"Complementary and Alternative Medicine (Q2); Drug Discovery (Q3); Medicine (miscellaneous) (Q3); Pharmacology (Q3); Plant Science (Q3)";"Agricultural and Biological Sciences; Medicine; Pharmacology, Toxicology and Pharmaceutics";United States
16311;23531;Sadhana - Academy Proceedings in Engineering Sciences;09737677, 02562499;Springer India;Yes;0,326;Q2;66;1984-2026;Multidisciplinary (Q2);Multidisciplinary;India
16312;21101039805;Sriwijaya Law Review;25416464, 25415298;Sriwijaya University;Yes;0,326;Q2;11;2017-2025;"Law (Q2); Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2)";Social Sciences;Indonesia
16313;83734;Xiyou Jinshu/Chinese Journal of Rare Metals;02587076;Editorial Office of Chinese Journal of Rare Metals;No;0,326;Q2;25;1987-1988, 2008-2025;Metals and Alloys (Q2);Materials Science;China
16314;21100826382;Bulletin of Electrical Engineering and Informatics;20893191, 23029285;Institute of Advanced Engineering and Science;No;0,326;Q3;37;2017-2026;"Computer Networks and Communications (Q3); Computer Science (miscellaneous) (Q3); Control and Optimization (Q3); Control and Systems Engineering (Q3); Electrical and Electronic Engineering (Q3); Hardware and Architecture (Q3); Information Systems (Q3); Instrumentation (Q3)";"Computer Science; Engineering; Mathematics; Physics and Astronomy";Indonesia
16315;29604;Clinics in Podiatric Medicine and Surgery;15582302, 08918422;W.B. Saunders;No;0,326;Q3;43;1986-2026;"Orthopedics and Sports Medicine (Q3); Surgery (Q3)";Medicine;United States
16316;21101155423;Combustion Engines;26581442, 23009896;Polish Scientific Society of Combustion Engines;Yes;0,326;Q3;10;2022-2026;"Mechanical Engineering (Q3); Pollution (Q3)";"Engineering; Environmental Science";Poland
16317;21128;European Journal of Plastic Surgery;0930343X, 14350130;Springer Science and Business Media Deutschland GmbH;No;0,326;Q3;32;1986-2026;Surgery (Q3);Medicine;Germany
16318;21967;Fish Pathology;18817335, 0388788X;Japanese Society of Fish Pathology;No;0,326;Q3;49;1967-2025;"Animal Science and Zoology (Q3); Aquatic Science (Q3)";Agricultural and Biological Sciences;Japan
16319;21100983143;Functional Foods in Health and Disease;23787007, 21603855;Functional Food Institute;Yes;0,326;Q3;33;2011-2026;"Food Science (Q3); Medicine (miscellaneous) (Q3); Nutrition and Dietetics (Q3); Biochemistry (Q4)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Medicine; Nursing";United States
16320;21100871803;Jordan Journal of Mathematics and Statistics;20757905, 22275487;Yarmouk University;No;0,326;Q3;11;2018-2025;"Applied Mathematics (Q3); Mathematics (miscellaneous) (Q3); Statistics and Probability (Q3)";Mathematics;Jordan
16321;14205;Nucleosides, Nucleotides and Nucleic Acids;15257770, 15322335;Taylor and Francis Ltd.;No;0,326;Q3;55;2000-2026;"Medicine (miscellaneous) (Q3); Biochemistry (Q4); Genetics (Q4); Molecular Medicine (Q4)";"Biochemistry, Genetics and Molecular Biology; Medicine";United States
16322;18670;Psychiatria Danubina;03535053;Medicinska Naklada Zagreb;Yes;0,326;Q3;55;1989-2025;"Medicine (miscellaneous) (Q3); Psychiatry and Mental Health (Q3)";Medicine;Croatia
16323;24206;Review of Financial Economics;10583300, 18735924;John Wiley and Sons Inc;No;0,326;Q3;49;1994-2026;"Economics and Econometrics (Q3); Finance (Q3)";Economics, Econometrics and Finance;United States
16324;19644;Technology and Health Care;18787401, 09287329;SAGE Publications Ltd;No;0,326;Q3;56;1993-2026;"Biomedical Engineering (Q3); Biophysics (Q3); Health Informatics (Q3); Information Systems (Q3); Medicine (miscellaneous) (Q3); Bioengineering (Q4); Biomaterials (Q4)";"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Computer Science; Engineering; Materials Science; Medicine";United Kingdom
16325;19900191943;Topology Proceedings;01464124, 23311290;Auburn University;No;0,326;Q3;14;2011-2026;Geometry and Topology (Q3);Mathematics;United States
16326;16222;Turkish Journal of Pediatrics;00414301, 27916421;Turkish National Pediatric Society;Yes;0,326;Q3;42;1963-2025;Pediatrics, Perinatology and Child Health (Q3);Medicine;Turkey
16327;15909;Zeitschrift fur Arbeits- und Organisationspsychologie;09324089, 21906270;Hogrefe Publishing;No;0,326;Q3;22;2002-2025;"Applied Psychology (Q3); Organizational Behavior and Human Resource Management (Q3)";"Business, Management and Accounting; Psychology";Germany
16328;21101055468;Philosophies;24099287;Multidisciplinary Digital Publishing Institute (MDPI);Yes;0,325;Q1;18;2016-2025;"Philosophy (Q1); History and Philosophy of Science (Q2)";Arts and Humanities;Switzerland
16329;21100890390;Australian Journal of Maritime and Ocean Affairs;23336498, 18366503;Routledge;No;0,325;Q2;18;2009-2026;"Political Science and International Relations (Q2); Management, Monitoring, Policy and Law (Q3); Ocean Engineering (Q3); Safety Research (Q3); Transportation (Q3); Water Science and Technology (Q3)";"Engineering; Environmental Science; Social Sciences";United Kingdom
16330;21101185807;Central European Public Administration Review;25912259, 25912240;University of Ljubljana Faculty of Public Administration;Yes;0,325;Q2;10;2019-2025;"Law (Q2); Public Administration (Q3)";Social Sciences;Slovenia
16331;7100153136;Hague Journal of Diplomacy;1871191X, 18711901;Brill Nijhoff;No;0,325;Q2;35;2007-2026;Political Science and International Relations (Q2);Social Sciences;Netherlands
16332;12749;International Information and Library Review;10959297, 10572317;Taylor and Francis Ltd.;No;0,325;Q2;34;1992-2026;"Library and Information Sciences (Q2); E-learning (Q3)";Social Sciences;United Kingdom
16333;21100820896;Journal of Advanced Pharmacy Education and Research;22493379;SPER Publications;No;0,325;Q2;19;2015, 2017-2026;"Pharmacy (Q2); Education (Q3); Pharmaceutical Science (Q3)";"Health Professions; Pharmacology, Toxicology and Pharmaceutics; Social Sciences";India
16334;21100236605;Journal of Applied Pharmaceutical Science;22313354;Open Science Publishers LLP Inc.;Yes;0,325;Q2;64;2011-2026;"Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q2); Pharmacy (Q2); Medicine (miscellaneous) (Q3); Pharmacology (medical) (Q3)";"Health Professions; Medicine; Pharmacology, Toxicology and Pharmaceutics";India
16335;21100223521;Journal of Architecture and Urbanism;20297947, 20297955;Vilnius Gediminas Technical University;Yes;0,325;Q2;15;2012-2026;"Architecture (Q2); Urban Studies (Q2); Geography, Planning and Development (Q3)";"Engineering; Social Sciences";Lithuania
16336;21100200811;Journal of Indian Society of Periodontology;09751580, 0972124X;Wolters Kluwer Medknow Publications;Yes;0,325;Q2;48;2010-2025;Periodontics (Q2);Dentistry;India
16337;21101021142;Journal of Sport for Development;23300574;Journal of Sport for Development;No;0,325;Q2;10;2019-2025;"Sociology and Political Science (Q2); Development (Q3); Tourism, Leisure and Hospitality Management (Q3)";"Business, Management and Accounting; Social Sciences";United States
16338;21100932524;Journal of Technology and Chinese Language Teaching;1949260X;Technology and Chinese Language Teaching Association;No;0,325;Q2;7;2019-2025;"Linguistics and Language (Q2); Computer Science Applications (Q3); Education (Q3)";"Computer Science; Social Sciences";United States
16339;21100793925;Nordic Journal of Human Rights;1891814X, 18918131;Taylor and Francis Ltd.;No;0,325;Q2;18;2010-2026;"Law (Q2); Political Science and International Relations (Q2); Sociology and Political Science (Q2)";Social Sciences;United Kingdom
16340;35693;Science of Sintering;0350820X;International Institute for the Science of Sintering (IISS);Yes;0,325;Q2;32;1974-1976, 1978-1989, 2002-2025;"Metals and Alloys (Q2); Ceramics and Composites (Q3); Condensed Matter Physics (Q3); Materials Chemistry (Q3)";"Materials Science; Physics and Astronomy";Serbia
16341;16000154755;South African Archaeological Bulletin;00381969;South African Archaeological Society;No;0,325;Q2;33;2002-2025;"Archeology (Q2); Archeology (arts and humanities) (Q2)";"Arts and Humanities; Social Sciences";South Africa
16342;21100455546;Structural Integrity and Life;14513749, 18207863;Society for Structural Integrity and Life (DIVK);Yes;0,325;Q2;19;2010-2012, 2015-2025;"Metals and Alloys (Q2); Civil and Structural Engineering (Q3); Mechanics of Materials (Q3); Safety, Risk, Reliability and Quality (Q3)";"Engineering; Materials Science";Serbia
16343;28899;Transition Metal Chemistry;1572901X, 03404285;Springer Netherlands;No;0,325;Q2;65;1975-2026;"Metals and Alloys (Q2); Inorganic Chemistry (Q3); Materials Chemistry (Q3)";"Chemistry; Materials Science";Netherlands
16344;21100841715;AIMS Materials Science;23720484, 23720468;AIMS Press;Yes;0,325;Q3;37;2014-2025;Materials Science (miscellaneous) (Q3);Materials Science;United States
16345;21101038724;AORTA;23254637;Thieme Medical Publishers, Inc.;No;0,325;Q3;22;2013-2025;"Cardiology and Cardiovascular Medicine (Q3); Radiology, Nuclear Medicine and Imaging (Q3); Surgery (Q3)";Medicine;United States
16346;21101017706;Aquatic Sciences and Engineering;2602473X;Istanbul University Faculty of Aquatic Sciences;Yes;0,325;Q3;11;2018-2025;"Aquatic Science (Q3); Ocean Engineering (Q3); Water Science and Technology (Q3)";"Agricultural and Biological Sciences; Engineering; Environmental Science";Turkey
16347;21101017026;Athens Journal of Education;22417958;Athens Institute for Education and Research;Yes;0,325;Q3;10;2019-2025;Education (Q3);Social Sciences;Greece
16348;21101083189;CCF Transactions on High Performance Computing;25244930, 25244922;Springer International Publishing;No;0,325;Q3;14;2019-2026;"Computer Science Applications (Q3); Computer Science (miscellaneous) (Q3); Hardware and Architecture (Q3); Information Systems (Q3)";Computer Science;Switzerland
16349;21100199568;Dissertationes Mathematicae;17306310, 00123862;Institute of Mathematics. Polish Academy of Sciences;No;0,325;Q3;28;2000-2025;Mathematics (miscellaneous) (Q3);Mathematics;Poland
16350;28758;Geography;20436564, 00167487;;No;0,325;Q3;33;1979-2026;"Earth-Surface Processes (Q3); Geography, Planning and Development (Q3)";"Earth and Planetary Sciences; Social Sciences";United Kingdom
16351;14391;High Pressure Research;14772299, 08957959;Taylor and Francis Ltd.;No;0,325;Q3;53;1988-2026;Condensed Matter Physics (Q3);Physics and Astronomy;United Kingdom
16352;21100909467;Journal of Computational Geometry;1920180X;Carleton University;Yes;0,325;Q3;9;2018-2025;"Computational Theory and Mathematics (Q3); Computer Science Applications (Q3); Geometry and Topology (Q3)";"Computer Science; Mathematics";Canada
16353;21100319042;Journal of Electrical Bioimpedance;18915469;Sciendo;Yes;0,325;Q3;24;2010-2026;"Biomedical Engineering (Q3); Biophysics (Q3)";"Biochemistry, Genetics and Molecular Biology; Engineering";Poland
16354;21100933829;Journal of Maxillofacial and Oral Surgery;0974942X, 09728279;Springer India;No;0,325;Q3;39;2009-2026;"Oral Surgery (Q3); Otorhinolaryngology (Q3); Surgery (Q3)";"Dentistry; Medicine";India
16355;21101030760;Journal of Participatory Medicine;21527202;JMIR Publications Inc.;Yes;0,325;Q3;14;2017-2026;"Biomedical Engineering (Q3); Health Informatics (Q3); Medicine (miscellaneous) (Q3)";"Engineering; Medicine";Canada
16356;19700176234;Kodai Mathematical Journal;18815472, 03865991;Tokyo Institute of Technology;No;0,325;Q3;29;1949-2025;Mathematics (miscellaneous) (Q3);Mathematics;Japan
16357;6000195387;Mljekarstvo;0026704X, 18464025;Hrvatska Mljekarska Udruga;Yes;0,325;Q3;27;2007-2026;"Animal Science and Zoology (Q3); Food Science (Q3)";Agricultural and Biological Sciences;Croatia
16358;21101023897;Palestine Journal of Mathematics;22195688;Palestine Polytechnic University;No;0,325;Q3;13;2019-2025;Mathematics (miscellaneous) (Q3);Mathematics;Palestine
16359;5800173387;Reviews on Recent Clinical Trials;18761038, 15748871;Bentham Science Publishers;No;0,325;Q3;39;2006-2025;"Medicine (miscellaneous) (Q3); Pharmacology (Q3)";"Medicine; Pharmacology, Toxicology and Pharmaceutics";United Arab Emirates
16360;21100901905;Revista de Psicologia Clinica con Ninos y Adolescentes;23408340;Aitana Research Group;Yes;0,325;Q3;15;2018-2025;"Clinical Psychology (Q3); Developmental and Educational Psychology (Q3); Pediatrics, Perinatology and Child Health (Q3); Psychiatry and Mental Health (Q3); Experimental and Cognitive Psychology (Q4)";"Medicine; Psychology";Spain
16361;12100154802;Soils and Rocks;19809743, 26755475;Associacao Brasileira de Mecanica dos Solos;Yes;0,325;Q3;18;2007-2026;Geotechnical Engineering and Engineering Geology (Q3);Earth and Planetary Sciences;Brazil
16362;21101128334;Transplantology;26733943;Multidisciplinary Digital Publishing Institute (MDPI);Yes;0,325;Q3;9;2020-2025;Transplantation (Q3);Medicine;Switzerland
16363;21100810707;VideoGIE;24684481;Elsevier Inc.;Yes;0,325;Q3;22;2016-2026;"Gastroenterology (Q3); Radiology, Nuclear Medicine and Imaging (Q3)";Medicine;United States
16364;21100781512;Meteorologica;1850468X, 0325187X;Centro Argentino de Meteorologos;Yes;0,325;Q4;7;2016-2025;Atmospheric Science (Q4);Earth and Planetary Sciences;Argentina
16365;25354;Canadian Journal of African Studies;19233051, 00083968;Taylor and Francis Ltd.;No;0,324;Q1;20;1976, 1980, 1982-1996, 1999, 2001, 2011-2012, 2014-2026;"Cultural Studies (Q1); History (Q1); Anthropology (Q2); Demography (Q2); Sociology and Political Science (Q2); Development (Q3); Geography, Planning and Development (Q3)";"Arts and Humanities; Social Sciences";United Kingdom
16366;21101032142;International Journal of Language Education;25488457, 25488465;Universitas Negeri Makassar- Faculty of Languages and Literature;No;0,324;Q1;18;2017-2025;"Literature and Literary Theory (Q1); Linguistics and Language (Q2); Education (Q3)";"Arts and Humanities; Social Sciences";Indonesia
16367;15341;International Journal of the History of Sport;09523367, 17439035;Routledge;No;0,324;Q1;33;1984-1995, 2000-2002, 2010-2026;"History (Q1); Social Sciences (miscellaneous) (Q2); Sports Science (Q4)";"Arts and Humanities; Health Professions; Social Sciences";United Kingdom
16368;21100898602;Vysshee Obrazovanie v Rossii;08693617, 20720459;Moscow Polytechnic University;Yes;0,324;Q1;18;2018-2025;"Philosophy (Q1); Sociology and Political Science (Q2); Education (Q3)";"Arts and Humanities; Social Sciences";Russian Federation
16369;21100432868;Anatomy and Cell Biology;20933673, 20933665;Korean Association of Anatomists;Yes;0,324;Q2;31;2014-2025;"Anatomy (Q2); Histology (Q3); Cell Biology (Q4); Cellular and Molecular Neuroscience (Q4); Developmental Biology (Q4)";"Biochemistry, Genetics and Molecular Biology; Medicine; Neuroscience";South Korea
